,,Unnamed: 0,Date,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA
FCNCA,128,FCNCA,6/30/1991,203.83M,,7.94,,,0.96,0.79,,
FCNCA,129,FCNCA,3/31/1991,217.80M,,7.7,,,1.03,0.85,,
FCNCA,130,FCNCA,12/31/1990,176.22M,,6.23,,,0.84,0.69,,
FCNCA,131,FCNCA,9/30/1990,181.88M,,,,,,,,
FCNCA,132,FCNCA,6/30/1990,235.51M,,,,,,,,
FCNCA,133,FCNCA,3/31/1990,237.84M,,,,,,,,
OVLY,0,OVLY,As of Date: 4/20/2023Current,218.64M,,7.29,,,2.9,1.55,,
OVLY,1,OVLY,3/31/2023,195.95M,,8.48,,,2.96,1.55,,
OVLY,2,OVLY,12/31/2022,187.06M,,10.94,,,3.2,1.76,,
OVLY,3,OVLY,9/30/2022,147.51M,,9.98,,,2.7,1.24,,
OVLY,4,OVLY,6/30/2022,142.00M,,9.77,,,2.66,1.08,,
OVLY,5,OVLY,3/31/2022,152.01M,,9.22,,,2.78,1.07,,
OVLY,6,OVLY,12/31/2021,143.36M,,8.13,,,2.59,1.03,,
OVLY,7,OVLY,9/30/2021,144.39M,,8.56,,,2.71,1.06,,
OVLY,8,OVLY,6/30/2021,149.63M,,9.66,,,2.86,1.13,,
OVLY,9,OVLY,3/31/2021,140.95M,,10.21,,,2.8,1.09,,
OVLY,10,OVLY,12/31/2020,136.60M,,11.08,,,2.82,1.1,,
OVLY,11,OVLY,9/30/2020,94.15M,,7.96,,,1.98,0.79,,
OVLY,12,OVLY,6/30/2020,104.19M,,8.51,,,2.23,0.91,,
OVLY,13,OVLY,3/31/2020,129.33M,,10.22,,,2.77,1.15,,
OVLY,14,OVLY,12/31/2019,159.78M,,12.89,,,3.44,1.46,,
OVLY,15,OVLY,9/30/2019,137.64M,,11.18,,,3.01,1.29,,
OVLY,16,OVLY,6/30/2019,160.50M,,13.48,,,3.58,1.57,,
OVLY,17,OVLY,3/31/2019,144.57M,,12.42,,,3.3,1.46,,
OVLY,18,OVLY,12/31/2018,149.94M,,14.52,,,3.52,1.57,,
OVLY,19,OVLY,9/30/2018,160.80M,,16.79,,,3.89,1.71,,
OVLY,20,OVLY,6/30/2018,187.15M,,18.9,,,4.51,2.04,,
OVLY,21,OVLY,3/31/2018,182.37M,,19.73,,,4.49,2.01,,
OVLY,22,OVLY,12/31/2017,158.25M,,16.15,,,4.03,1.76,,
OVLY,23,OVLY,9/30/2017,135.82M,,14.6,,,3.55,1.54,,
OVLY,24,OVLY,6/30/2017,112.36M,,13.5,,,3.05,1.34,,
OVLY,25,OVLY,3/31/2017,106.69M,,13.89,,,2.97,1.29,,
OVLY,26,OVLY,12/31/2016,101.55M,,17.43,,,2.95,1.23,,
OVLY,27,OVLY,9/30/2016,82.55M,,15.69,,,2.51,1.01,,
OVLY,28,OVLY,6/30/2016,78.86M,,15.98,,,2.54,1.0,,
OVLY,29,OVLY,3/31/2016,74.98M,,15.2,,,2.52,0.96,,
OVLY,30,OVLY,12/31/2015,84.01M,,13.87,,,2.82,1.09,,
OVLY,31,OVLY,9/30/2015,76.42M,,12.13,,,2.56,1.0,,
OVLY,32,OVLY,6/30/2015,79.56M,,10.95,,,2.69,1.05,,
OVLY,33,OVLY,3/31/2015,79.62M,,11.08,,,2.71,1.06,,
OVLY,34,OVLY,12/31/2014,82.04M,,11.16,,,2.83,1.13,,
OVLY,35,OVLY,9/30/2014,80.99M,,11.14,,,2.83,1.13,,
OVLY,36,OVLY,6/30/2014,80.19M,,13.07,10.45,,2.81,1.18,,
OVLY,37,OVLY,3/31/2014,75.95M,,12.72,9.9,,2.68,1.18,,
OVLY,38,OVLY,12/31/2013,66.37M,,11.96,9.26,,2.39,1.05,,
OVLY,39,OVLY,9/30/2013,63.12M,,11.54,8.69,,2.26,0.99,,
OVLY,40,OVLY,6/30/2013,60.71M,,11.28,8.38,,2.17,0.95,,
OVLY,41,OVLY,3/31/2013,64.82M,,11.87,9.52,,2.27,1.03,,
OVLY,42,OVLY,12/31/2012,58.91M,,10.8,8.64,,2.07,0.93,,
OVLY,43,OVLY,9/30/2012,59.10M,,11.35,8.94,,2.07,0.98,,
OVLY,44,OVLY,6/30/2012,54.85M,,10.55,8.04,,1.91,0.95,,
OVLY,45,OVLY,3/31/2012,58.26M,,12.11,,,2.05,1.02,,
OVLY,46,OVLY,12/31/2011,52.10M,,11.07,,,1.86,0.93,,
OVLY,47,OVLY,9/30/2011,39.67M,,8.43,,,1.42,0.71,,
OVLY,48,OVLY,6/30/2011,45.13M,,10.26,,,1.62,0.83,,
OVLY,49,OVLY,3/31/2011,46.21M,,11.75,,,1.66,0.88,,
OVLY,50,OVLY,12/31/2010,45.44M,,12.04,,,1.64,0.88,,
OVLY,51,OVLY,9/30/2010,41.56M,,13.83,,,1.52,0.81,,
OVLY,52,OVLY,6/30/2010,40.33M,,15.0,,,1.49,0.81,,
OVLY,53,OVLY,3/31/2010,31.50M,,18.64,,,1.18,0.65,,
OVLY,54,OVLY,12/31/2009,33.88M,,29.4,,,1.3,0.72,,
OVLY,55,OVLY,9/30/2009,33.03M,,43.0,,,1.29,0.7,,
OVLY,56,OVLY,6/30/2009,32.56M,,42.5,,,1.32,0.71,,
OVLY,57,OVLY,3/31/2009,28.81M,,18.75,,,1.2,0.62,,
OVLY,58,OVLY,12/31/2008,45.95M,,22.22,,,1.99,1.01,,
OVLY,59,OVLY,9/30/2008,48.25M,,18.21,,,2.26,1.09,,
OVLY,60,OVLY,6/30/2008,53.61M,,16.75,,,2.51,1.23,,
OVLY,61,OVLY,3/31/2008,64.59M,,17.36,,,3.04,1.51,,
OVLY,62,OVLY,12/31/2007,62.76M,,15.57,,,2.94,1.47,,
JPM,0,JPM,As of Date: 4/26/2023Current,400.50B,,9.97,9.83,3.28,2.95,1.43,,
JPM,1,JPM,3/31/2023,380.80B,,10.78,10.18,3.4,3.01,1.44,,
JPM,2,JPM,12/31/2022,393.34B,,11.32,10.44,,3.23,1.54,,
JPM,3,JPM,9/30/2022,306.52B,,8.38,8.24,,2.59,1.21,,
JPM,4,JPM,6/30/2022,330.24B,,8.35,9.79,,2.81,1.3,,
JPM,5,JPM,3/31/2022,400.38B,,8.88,12.29,,3.39,1.54,,
JPM,6,JPM,12/31/2021,466.21B,,10.02,13.26,1.37,3.98,1.83,,
JPM,7,JPM,9/30/2021,483.75B,,10.92,13.55,1.49,4.16,1.91,,
JPM,8,JPM,6/30/2021,464.78B,,12.34,12.67,2.44,3.88,1.87,,
JPM,9,JPM,3/31/2021,460.82B,,17.14,14.22,2.9,3.93,1.85,,
JPM,10,JPM,12/31/2020,387.49B,,16.59,13.61,8.5,3.32,1.61,,
JPM,11,JPM,9/30/2020,293.45B,,12.96,10.95,4.98,2.54,1.25,,
JPM,12,JPM,6/30/2020,286.66B,,10.63,14.77,4.76,2.61,1.24,,
JPM,13,JPM,3/31/2020,274.32B,,8.4,8.5,2.02,2.52,1.17,,
JPM,14,JPM,12/31/2019,429.91B,,13.73,13.07,1.98,4.03,1.82,,
JPM,15,JPM,9/30/2019,369.13B,,12.01,11.16,1.77,3.52,1.56,,
JPM,16,JPM,6/30/2019,362.68B,,12.05,11.32,1.77,3.42,1.54,,
JPM,17,JPM,3/31/2019,328.78B,,11.25,10.3,1.63,3.17,1.43,,
JPM,18,JPM,12/31/2018,319.78B,,12.07,,,3.17,1.38,,
JPM,19,JPM,9/30/2018,379.24B,,15.05,11.4,0.69,3.77,1.62,,
JPM,20,JPM,6/30/2018,354.78B,,14.82,11.63,0.71,3.62,1.52,,
JPM,21,JPM,3/31/2018,375.04B,,17.43,12.56,0.83,3.97,1.63,,
JPM,22,JPM,12/31/2017,371.05B,,15.43,14.16,1.04,3.89,1.58,,
JPM,23,JPM,9/30/2017,336.10B,,14.11,12.69,1.13,3.52,1.43,,
JPM,24,JPM,6/30/2017,321.63B,,14.08,13.72,1.23,3.41,1.4,,
JPM,25,JPM,3/31/2017,312.08B,,14.19,13.4,2.53,3.35,1.37,,
JPM,26,JPM,12/31/2016,308.77B,,14.88,13.28,2.14,3.35,1.35,,
JPM,27,JPM,9/30/2016,238.28B,,11.29,10.67,2.27,2.65,1.05,,
JPM,28,JPM,6/30/2016,224.45B,,10.53,10.73,2.28,2.51,1.0,,
JPM,29,JPM,3/31/2016,216.55B,,9.87,9.17,1.76,2.38,0.98,,
JPM,30,JPM,12/31/2015,241.90B,,11.23,10.58,1.14,2.68,1.1,,
JPM,31,JPM,9/30/2015,224.44B,,11.01,9.45,1.07,2.44,1.04,,
JPM,32,JPM,6/30/2015,250.58B,,12.41,10.52,1.19,2.7,1.17,,
JPM,33,JPM,3/31/2015,224.82B,,11.45,9.37,1.08,2.44,1.06,,
JPM,34,JPM,12/31/2014,232.47B,,11.59,10.39,1.13,2.51,1.1,,
JPM,35,JPM,9/30/2014,225.19B,,15.45,10.11,1.06,2.45,1.08,,
JPM,36,JPM,6/30/2014,216.73B,,14.26,9.23,0.97,2.32,1.06,,
JPM,37,JPM,3/31/2014,229.77B,,13.96,9.12,1.98,2.4,1.15,,
JPM,38,JPM,12/31/2013,219.66B,,13.17,9.57,2.08,2.3,1.12,,
JPM,39,JPM,9/30/2013,194.31B,,8.64,8.45,1.59,1.99,0.98,,
JPM,40,JPM,6/30/2013,199.53B,,9.43,8.63,1.41,2.1,1.01,,
JPM,41,JPM,3/31/2013,180.09B,,9.13,7.99,1.31,1.89,0.92,,
JPM,42,JPM,12/31/2012,167.26B,,8.46,8.42,1.03,1.75,0.86,,
JPM,43,JPM,9/30/2012,153.77B,,9.32,7.7,0.83,1.66,0.84,,
JPM,44,JPM,6/30/2012,136.01B,,7.92,6.24,0.67,1.4,0.75,,
JPM,45,JPM,3/31/2012,175.76B,,10.26,8.45,0.97,1.85,1.0,,
JPM,46,JPM,12/31/2011,126.34B,,7.08,6.84,0.75,1.29,0.72,,
JPM,47,JPM,9/30/2011,114.42B,,6.42,5.68,0.65,1.17,0.66,,
JPM,48,JPM,6/30/2011,160.08B,,8.74,7.28,0.83,1.59,0.91,,
JPM,49,JPM,3/31/2011,183.78B,,10.24,8.26,0.96,1.83,1.06,,
JPM,50,JPM,12/31/2010,165.87B,,10.7,9.1,1.06,1.64,0.99,,
JPM,51,JPM,9/30/2010,149.42B,,10.61,,,1.52,0.9,,
JPM,52,JPM,6/30/2010,145.55B,,10.78,,,1.42,0.89,,
JPM,53,JPM,3/31/2010,177.90B,,17.3,,,1.71,1.14,,
JPM,54,JPM,12/31/2009,164.26B,,18.59,,,1.61,1.04,,
JPM,55,JPM,9/30/2009,172.60B,,36.43,14.33,1.25,1.81,1.12,,
JPM,56,JPM,6/30/2009,133.85B,,105.77,,,1.56,0.91,,
JPM,57,JPM,3/31/2009,99.89B,,47.54,8.69,0.76,1.29,0.72,,
JPM,58,JPM,12/31/2008,117.68B,,37.57,,,1.69,0.87,,
JPM,59,JPM,9/30/2008,174.05B,,23.12,,,2.43,1.26,,
JPM,60,JPM,6/30/2008,117.88B,,11.25,,,1.74,0.93,,
JPM,61,JPM,3/31/2008,146.07B,,11.55,,,2.16,1.16,,
JPM,62,JPM,12/31/2007,146.99B,,9.97,,,2.15,1.19,,
JPM,63,JPM,9/30/2007,153.91B,,10.07,,,2.35,1.29,,
JPM,64,JPM,6/30/2007,163.95B,,11.27,,,2.65,1.39,,
JPM,65,JPM,3/31/2007,165.27B,,12.67,,,2.81,1.43,,
JPM,66,JPM,12/31/2006,167.20B,,13.68,,,2.89,1.47,,
JPM,67,JPM,9/30/2006,162.84B,,14.14,,,2.86,1.47,,
JPM,68,JPM,6/30/2006,145.76B,,12.65,,,2.56,1.32,,
JPM,69,JPM,3/31/2006,144.61B,,15.95,,,2.64,1.33,,
JPM,70,JPM,12/31/2005,138.39B,,18.81,,,2.63,1.31,,
JPM,71,JPM,9/30/2005,118.87B,,16.08,,,2.25,1.12,,
JPM,72,JPM,6/30/2005,124.11B,,19.51,,,2.44,1.18,,
JPM,73,JPM,3/31/2005,121.98B,,27.46,,,2.33,1.16,,
JPM,74,JPM,12/31/2004,138.73B,,25.17,,,2.58,1.32,,
JPM,75,JPM,9/30/2004,141.60B,,20.37,,,2.57,1.35,,
JPM,76,JPM,6/30/2004,80.93B,,16.71,,,2.42,1.8,,
JPM,77,JPM,3/31/2004,87.33B,,12.09,,,2.57,1.85,,
JPM,78,JPM,12/31/2003,75.03B,,11.34,,,2.27,1.66,,
JPM,79,JPM,9/30/2003,70.00B,,15.97,,,2.14,1.59,,
JPM,80,JPM,6/30/2003,69.56B,,24.77,,,2.17,1.59,,
JPM,81,JPM,3/31/2003,48.13B,,23.48,,,1.57,1.14,,
JPM,82,JPM,12/31/2002,47.97B,,30.0,,,1.63,1.16,,
JPM,83,JPM,9/30/2002,37.90B,,22.88,,,1.33,0.89,,
JPM,84,JPM,6/30/2002,67.62B,,49.16,,,2.42,1.69,,
JPM,85,JPM,3/31/2002,70.95B,,44.56,,,2.48,1.77,,
JPM,86,JPM,12/31/2001,72.09B,,45.66,,,2.54,1.8,,
JPM,87,JPM,9/30/2001,69.07B,,19.67,,,2.25,1.67,,
JPM,88,JPM,6/30/2001,88.72B,,18.74,,,2.98,2.11,,
JPM,89,JPM,3/31/2001,89.09B,,15.7,,,2.68,2.18,,
JPM,90,JPM,12/31/2000,87.63B,,11.71,,,2.52,3.06,,
JPM,91,JPM,9/30/2000,60.51B,,11.13,,,2.57,2.52,,
JPM,92,JPM,6/30/2000,57.04B,,11.1,,,2.56,2.37,,
JPM,93,JPM,3/31/2000,71.86B,,13.33,,,3.27,3.12,,
JPM,94,JPM,12/31/1999,64.26B,,12.39,,,3.0,2.83,,
JPM,95,JPM,9/30/1999,62.05B,,13.41,,,3.05,2.9,,
JPM,96,JPM,6/30/1999,72.01B,,16.73,,,3.7,3.32,,
JPM,97,JPM,3/31/1999,68.77B,,17.08,,,3.65,3.09,,
JPM,98,JPM,12/31/1998,60.21B,,16.75,,,3.27,2.64,,
JPM,99,JPM,9/30/1998,36.46B,,11.07,,,2.1,1.64,,
JPM,100,JPM,6/30/1998,64.39B,,18.8,,,3.7,3.0,,
JPM,101,JPM,3/31/1998,57.44B,,17.65,,,3.42,2.78,,
JPM,102,JPM,12/31/1997,46.10B,,13.64,,,2.87,2.3,,
JPM,103,JPM,9/30/1997,49.62B,,15.09,,,3.16,2.55,,
JPM,104,JPM,6/30/1997,41.08B,,13.01,,,2.69,2.18,,
JPM,105,JPM,3/31/1997,40.21B,,12.95,,,2.52,2.2,,
JPM,106,JPM,12/31/1996,38.50B,,18.09,,,2.56,2.1,,
JPM,107,JPM,9/30/1996,35.02B,,15.62,,,2.2,1.66,,
JPM,108,JPM,6/30/1996,30.87B,,15.19,,,1.79,1.8,,
JPM,109,JPM,3/31/1996,17.66B,,10.83,,,2.2,1.66,,
JPM,110,JPM,12/31/1995,14.72B,,11.15,,,1.96,1.39,,
JPM,111,JPM,9/30/1995,15.37B,,11.42,,,1.93,1.52,,
JPM,112,JPM,6/30/1995,11.79B,,8.86,,,1.5,1.16,,
JPM,113,JPM,3/31/1995,9.62B,,7.5,,,1.18,1.03,,
JPM,114,JPM,12/31/1994,8.77B,,6.85,,,1.07,0.94,,
JPM,115,JPM,9/30/1994,8.55B,,6.68,,,1.05,0.91,,
JPM,116,JPM,6/30/1994,9.76B,,6.99,,,1.14,1.05,,
JPM,117,JPM,3/31/1994,9.22B,,6.57,,,1.06,0.99,,
JPM,118,JPM,12/31/1993,10.14B,,7.13,,,1.16,1.07,,
JPM,119,JPM,9/30/1993,11.35B,,8.2,,,1.33,1.25,,
JPM,120,JPM,6/30/1993,10.30B,,8.85,,,1.25,1.19,,
JPM,121,JPM,3/31/1993,10.16B,,9.75,,,1.26,1.21,,
JPM,122,JPM,12/31/1992,9.53B,,9.9,,,1.21,1.19,,
JPM,123,JPM,9/30/1992,8.03B,,217.5,,,0.91,1.03,,
JPM,124,JPM,6/30/1992,9.14B,,95.19,,,0.98,1.2,,
JPM,125,JPM,3/31/1992,8.03B,,90.97,,,0.82,1.09,,
JPM,126,JPM,12/31/1991,4.59B,,177.08,,,0.51,0.81,,
JPM,127,JPM,9/30/1991,3.17B,,7.62,,,0.63,1.0,,
JPM,128,JPM,6/30/1991,2.66B,,13.7,,,0.77,0.88,,
JPM,129,JPM,3/31/1991,2.16B,,7.33,,,0.45,0.72,,
JPM,130,JPM,12/31/1990,1.33B,,4.54,,,0.28,0.44,,
JPM,131,JPM,9/30/1990,1.92B,,,,,0.56,0.62,,
JPM,132,JPM,6/30/1990,3.15B,,,,,0.92,1.05,,
JPM,133,JPM,3/31/1990,2.89B,,,,,0.79,1.03,,
JPM,134,JPM,12/31/1989,3.44B,,,,,,,,
JPM,135,JPM,9/30/1989,2.64B,,3.63,,,,,,
JPM,136,JPM,6/30/1989,2.32B,,3.19,,,,,,
JPM,137,JPM,3/31/1989,2.33B,,3.12,,,,,,
JPM,138,JPM,12/31/1988,3.03B,,2.68,,,,,,
JPM,139,JPM,9/30/1988,1.82B,,2.77,,,,,,
JPM,140,JPM,6/30/1988,1.74B,,4.36,,,,,,
JPM,141,JPM,3/31/1988,1.20B,,,,,,,,
JPM,142,JPM,12/31/1987,1.89B,,,,,,,,
JPM,143,JPM,9/30/1987,2.08B,,,,,,,,
JPM,144,JPM,6/30/1987,2.28B,,,,,,,,
JPM,145,JPM,3/31/1987,2.22B,,6.15,,,,,,
JPM,146,JPM,12/31/1986,2.11B,,5.7,,,,,,
JPM,147,JPM,9/30/1986,2.15B,,5.9,,,,,,
JPM,148,JPM,6/30/1986,2.54B,,7.09,,,,,,
JPM,149,JPM,3/31/1986,2.69B,,7.37,,,,,,
JPM,150,JPM,12/31/1985,2.22B,,6.33,,,,,,
JPM,151,JPM,9/30/1985,1.63B,,4.56,,,,,,
PNC,0,PNC,As of Date: 4/13/2023Current,48.70B,,8.35,8.23,2.74,2.26,0.99,,
PNC,1,PNC,3/31/2023,50.80B,,9.18,8.59,2.86,2.48,1.11,,
PNC,2,PNC,12/31/2022,63.70B,,11.91,9.63,0.44,3.22,1.36,,
PNC,3,PNC,9/30/2022,60.37B,,11.69,9.03,0.39,3.13,1.27,,
PNC,4,PNC,6/30/2022,64.84B,,13.34,11.24,1.73,3.4,1.32,,
PNC,5,PNC,3/31/2022,76.55B,,14.52,12.97,1.73,4.11,1.37,,
PNC,6,PNC,12/31/2021,84.22B,,15.33,14.01,0.59,4.69,1.5,,
PNC,7,PNC,9/30/2021,82.76B,,14.84,13.91,0.65,4.83,1.51,,
PNC,8,PNC,6/30/2021,81.07B,,21.51,16.95,0.97,4.88,1.51,,
PNC,9,PNC,3/31/2021,74.55B,,27.58,18.45,1.18,4.46,1.38,,
PNC,10,PNC,12/31/2020,63.18B,,20.22,18.73,,3.58,1.18,,
PNC,11,PNC,9/30/2020,46.60B,,17.09,16.47,,2.67,0.88,,
PNC,12,PNC,6/30/2020,44.71B,,9.81,16.08,8.04,2.57,0.91,,
PNC,13,PNC,3/31/2020,40.59B,,8.4,8.08,1.37,2.41,0.82,,
PNC,14,PNC,12/31/2019,69.12B,,14.29,13.33,1.96,4.13,1.4,,
PNC,15,PNC,9/30/2019,61.53B,,12.68,11.57,1.81,3.7,1.25,,
PNC,16,PNC,6/30/2019,61.97B,,12.61,12.09,1.92,3.69,1.26,,
PNC,17,PNC,3/31/2019,55.64B,,11.45,10.73,1.7,3.37,1.16,,
PNC,18,PNC,12/31/2018,53.43B,,9.65,10.15,1.81,3.25,1.14,,
PNC,19,PNC,9/30/2018,63.23B,,11.88,11.9,2.15,3.87,1.34,,
PNC,20,PNC,6/30/2018,63.43B,,12.47,12.84,1.9,3.93,1.34,,
PNC,21,PNC,3/31/2018,71.32B,,14.6,14.35,2.12,4.5,1.5,,
PNC,22,PNC,12/31/2017,68.65B,,17.64,15.55,1.75,4.43,1.47,,
PNC,23,PNC,9/30/2017,64.58B,,17.15,14.71,1.7,4.25,1.39,,
PNC,24,PNC,6/30/2017,59.94B,,16.47,15.34,1.87,4.03,1.31,,
PNC,25,PNC,3/31/2017,58.32B,,16.47,15.15,2.47,3.97,1.28,,
PNC,26,PNC,12/31/2016,56.90B,,16.24,15.38,2.88,3.89,1.24,,
PNC,27,PNC,9/30/2016,43.96B,,12.43,11.95,2.54,3.05,0.97,,
PNC,28,PNC,6/30/2016,40.13B,,11.12,11.26,2.07,2.77,0.89,,
PNC,29,PNC,3/31/2016,42.20B,,11.44,10.67,1.96,2.89,0.94,,
PNC,30,PNC,12/31/2015,48.04B,,12.93,12.58,2.11,3.3,1.07,,
PNC,31,PNC,9/30/2015,45.49B,,12.29,11.57,1.84,3.1,1.02,,
PNC,32,PNC,6/30/2015,49.36B,,13.23,12.39,1.97,3.36,1.1,,
PNC,33,PNC,3/31/2015,48.48B,,12.77,12.0,1.91,3.28,1.09,,
PNC,34,PNC,12/31/2014,47.71B,,12.41,12.5,2.27,3.17,1.07,,
PNC,35,PNC,9/30/2014,45.19B,,11.66,11.49,2.0,2.95,1.02,,
PNC,36,PNC,6/30/2014,47.37B,,11.92,11.59,2.09,3.01,1.09,,
PNC,37,PNC,3/31/2014,46.46B,,11.77,11.38,2.05,2.89,1.1,,
PNC,38,PNC,12/31/2013,41.35B,,11.43,11.01,1.46,2.57,1.01,,
PNC,39,PNC,9/30/2013,38.54B,,10.91,10.19,1.27,2.37,0.96,,
PNC,40,PNC,6/30/2013,38.61B,,12.98,10.5,1.46,2.45,0.98,,
PNC,41,PNC,3/31/2013,35.14B,,12.55,9.69,1.35,2.27,0.9,,
PNC,42,PNC,12/31/2012,30.79B,,11.0,8.92,1.64,1.99,0.79,,
PNC,43,PNC,9/30/2012,33.41B,,13.09,9.27,1.65,2.29,0.9,,
PNC,44,PNC,6/30/2012,32.31B,,11.09,8.83,1.52,2.23,0.92,,
PNC,45,PNC,3/31/2012,34.02B,,11.43,9.61,1.49,2.37,1.0,,
PNC,46,PNC,12/31/2011,30.34B,,9.14,9.29,1.55,2.07,0.89,,
PNC,47,PNC,9/30/2011,25.35B,,7.64,7.81,1.64,1.73,0.74,,
PNC,48,PNC,6/30/2011,31.35B,,9.58,9.3,1.49,2.14,0.97,,
PNC,49,PNC,3/31/2011,33.13B,,10.5,9.85,1.58,2.25,1.06,,
PNC,50,PNC,12/31/2010,31.94B,,12.1,10.62,1.7,2.1,1.06,,
PNC,51,PNC,9/30/2010,27.30B,,9.09,8.86,1.22,4.48,0.91,,
PNC,52,PNC,6/30/2010,29.66B,,10.83,,,1.81,1.05,,
PNC,53,PNC,3/31/2010,31.40B,,15.43,,,1.84,1.17,,
PNC,54,PNC,12/31/2009,24.39B,,12.11,,,1.51,0.81,,
PNC,55,PNC,9/30/2009,22.40B,,34.71,,,1.51,0.77,,
PNC,56,PNC,6/30/2009,17.89B,,35.94,,,1.36,0.66,,
PNC,57,PNC,3/31/2009,13.01B,,12.2,,,1.18,0.49,,
PNC,58,PNC,12/31/2008,17.06B,,19.92,,,2.42,0.67,,
PNC,59,PNC,9/30/2008,26.00B,,19.97,16.64,0.67,3.54,1.83,,
PNC,60,PNC,6/30/2008,19.76B,,13.53,,,2.66,1.31,,
PNC,61,PNC,3/31/2008,22.36B,,16.47,,,3.19,1.55,,
PNC,62,PNC,12/31/2007,22.39B,,15.09,,,3.22,1.51,,
PNC,63,PNC,9/30/2007,23.19B,,7.63,,,3.38,1.6,,
PNC,64,PNC,6/30/2007,24.32B,,7.95,,,3.38,1.65,,
PNC,65,PNC,3/31/2007,24.82B,,8.24,,,3.29,2.3,,
PNC,66,PNC,12/31/2006,21.69B,,8.55,,,2.52,2.02,,
PNC,67,PNC,9/30/2006,21.30B,,15.09,,,3.1,2.41,,
PNC,68,PNC,6/30/2006,20.70B,,14.62,,,3.01,2.35,,
PNC,69,PNC,3/31/2006,19.92B,,14.96,,,3.0,2.27,,
PNC,70,PNC,12/31/2005,18.12B,,13.96,,,2.95,2.18,,
PNC,71,PNC,9/30/2005,16.88B,,13.1,,,2.77,2.03,,
PNC,72,PNC,6/30/2005,15.85B,,12.94,,,2.74,1.92,,
PNC,73,PNC,3/31/2005,14.57B,,11.97,,,2.61,1.92,,
PNC,74,PNC,12/31/2004,16.26B,,13.64,,,2.95,2.18,,
PNC,75,PNC,9/30/2004,15.31B,,12.85,,,2.85,2.09,,
PNC,76,PNC,6/30/2004,14.97B,,12.34,,,2.74,2.12,,
PNC,77,PNC,3/31/2004,15.63B,,14.28,,,2.91,2.16,,
PNC,78,PNC,12/31/2003,15.19B,,15.02,,,2.93,2.29,,
PNC,79,PNC,9/30/2003,13.18B,,13.44,,,2.54,1.99,,
PNC,80,PNC,6/30/2003,13.67B,,13.79,,,2.66,2.02,,
PNC,81,PNC,3/31/2003,11.95B,,10.57,,,2.27,1.76,,
PNC,82,PNC,12/31/2002,11.94B,,9.98,,,2.21,1.74,,
PNC,83,PNC,9/30/2002,11.98B,,23.96,,,2.4,1.78,,
PNC,84,PNC,6/30/2002,14.85B,,35.32,,,3.06,2.48,,
PNC,85,PNC,3/31/2002,17.46B,,48.8,,,3.71,3.0,,
PNC,86,PNC,12/31/2001,15.90B,,44.6,,,3.39,2.73,,
PNC,87,PNC,9/30/2001,16.26B,,14.46,,,3.32,2.41,,
PNC,88,PNC,6/30/2001,19.01B,,16.61,,,3.83,2.81,,
PNC,89,PNC,3/31/2001,19.58B,,16.56,,,3.92,2.94,,
PNC,90,PNC,12/31/2000,21.12B,,17.44,,,4.0,3.31,,
PNC,91,PNC,9/30/2000,18.79B,,15.62,,,3.68,3.05,,
PNC,92,PNC,6/30/2000,13.55B,,11.27,,,2.65,2.2,,
PNC,93,PNC,3/31/2000,13.18B,,10.91,,,2.61,2.19,,
PNC,94,PNC,12/31/1999,13.04B,,10.72,,,2.58,2.2,,
PNC,95,PNC,9/30/1999,15.49B,,12.98,,,2.82,2.64,,
PNC,96,PNC,6/30/1999,17.06B,,14.74,,,3.15,2.97,,
PNC,97,PNC,3/31/1999,16.62B,,14.7,,,3.13,2.81,,
PNC,98,PNC,12/31/1998,16.40B,,15.0,,,3.17,2.72,,
PNC,99,PNC,9/30/1998,13.54B,,12.78,,,2.82,2.34,,
PNC,100,PNC,6/30/1998,16.25B,,15.66,,,3.58,2.89,,
PNC,101,PNC,3/31/1998,18.03B,,17.89,,,4.2,3.29,,
PNC,102,PNC,12/31/1997,17.11B,,17.36,,,4.18,3.18,,
PNC,103,PNC,9/30/1997,14.89B,,15.16,,,3.79,2.72,,
PNC,104,PNC,6/30/1997,12.82B,,13.6,,,3.42,2.38,,
PNC,105,PNC,3/31/1997,12.56B,,13.42,,,3.44,2.3,,
PNC,106,PNC,12/31/1996,12.19B,,13.11,,,3.38,2.08,,
PNC,107,PNC,9/30/1996,11.20B,,22.1,,,3.56,1.93,,
PNC,108,PNC,6/30/1996,10.13B,,22.2,,,3.26,1.75,,
PNC,109,PNC,3/31/1996,10.54B,,25.84,,,3.42,1.83,,
PNC,110,PNC,12/31/1995,10.90B,,17.06,,,3.11,2.42,,
PNC,111,PNC,9/30/1995,6.37B,,13.66,,,2.62,1.44,,
PNC,112,PNC,6/30/1995,6.02B,,12.93,,,2.48,1.36,,
PNC,113,PNC,3/31/1995,5.58B,,10.88,,,2.23,1.27,,
PNC,114,PNC,12/31/1994,4.93B,,8.22,,,1.76,1.11,,
PNC,115,PNC,9/30/1994,6.07B,,10.07,,,2.16,1.37,,
PNC,116,PNC,6/30/1994,6.80B,,10.69,,,2.4,1.57,,
PNC,117,PNC,3/31/1994,6.26B,,10.16,,,2.27,1.46,,
