,,Unnamed: 0,Breakdown,Total Revenue,Pretax Income,Tax Provision,Net Income Common Stockholders,Average Dilution Earnings,Diluted NI Available to Com Stockholders,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Net Income from Continuing & Discontinued Operation,Normalized Income,Interest Income,Interest Expense,Net Interest Income,Reconciled Depreciation,Net Income from Continuing Operation Net Minority Interest,Total Unusual Items Excluding Goodwill,Total Unusual Items,Tax Rate for Calcs,Tax Effect of Unusual Items,Credit Losses Provision,Non Interest Expense,Special Income Charges,INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,Total Money Market Investments,Income from Associates & Other Participating Interests,Rent Expense Supplemental,Other Non Operating Income Expenses,Earnings from Equity Interest Net of Tax,Operating Income
OVLY,55,OVLY,9/30/2009,"6,797","1,128",248.701,668.74,,668.74,0.09,0.09,"7,669","7,694",879.151,879.151,,,,255.454,879.151,-,-,0,0.0,-925,"4,745",-,"5,095",3.276,,,,,
OVLY,56,OVLY,6/30/2009,"6,534",-389.254,-344.191,-257.349,,-257.349,-0.03,-0.03,"7,662","7,662",-45.063,-45.063,,,,258.887,-45.063,-,-,0,0.0,"-2,137","4,787",-,"3,750",1.561,,,,,
OVLY,57,OVLY,3/31/2009,"6,255",416.398,-13.912,219.899,,219.899,0.03,0.03,"7,662","7,704",430.31,430.31,,,,261.407,430.31,-,-,0,0.0,"-1,900","3,938",-,"3,756",1.666,,,,,
OVLY,58,OVLY,12/31/2008,"5,966",222.794,-61.105,220.08,,220.08,-,-,-,-,283.899,283.899,,,,280.372,283.899,-,-,0,0.0,"-1,001","4,743",-,"4,333",6.052,,,,,
OVLY,59,OVLY,9/30/2008,"5,926",788.991,239.595,549.396,,549.396,0.07,0.07,"7,658","7,743",549.396,549.396,,,,272.59,549.396,-,-,0,0.0,-602,"4,535",-,"4,690",0.566,,,,,
OVLY,60,OVLY,6/30/2008,"5,753",751.466,198.307,553.159,,553.159,0.07,0.07,"7,642","7,698",553.159,553.159,,,,280.937,553.159,-,-,0,0.0,-440,"4,562",-,"4,641",4.472,,,,,
OVLY,61,OVLY,3/31/2008,"5,423","1,221",445.249,775.797,,775.797,0.10,0.10,"7,610","7,696",775.797,775.797,,,,282.299,775.797,-,-,0,0.0,-145,"4,057",-,"4,664",5.822,,,,,
OVLY,62,OVLY,12/31/2007,"5,320","1,337",387,950.408,,950.408,-,-,-,-,950.408,950.408,,,,-,950.408,-,-,0,0.0,-109,"3,874",-,"4,509",19.366,,,,,
OVLY,63,OVLY,9/30/2007,"5,362","1,680",667,"1,013",,"1,013",0.14,0.14,"7,103","7,103","1,013","1,013",,,,-,"1,013",-,-,0,0.0,-160,"3,522",-,"4,730",55,,,,,
OVLY,64,OVLY,6/30/2007,"5,205","1,633",630,"1,003",,"1,003",0.14,0.14,"7,103","7,103","1,003","1,003",,,,-,"1,003",-,-,0,0.0,-116,"3,456",-,"4,575",59,,,,,
OVLY,65,OVLY,3/31/2007,"5,141","1,652",650,"1,002",,"1,002",0.14,0.14,"7,103","7,103","1,002","1,002",,,,-,"1,002",-,-,0,0.0,-170,"3,319",-,"4,462",29,,,,,
OVLY,66,OVLY,12/31/2006,"5,021","1,871",716.5,"1,155",,"1,155",-,-,-,-,"1,155","1,155",,,,-,"1,155",-,-,0,0.0,26,"3,176",-,"4,449",25.585,,,,,
OVLY,67,OVLY,9/30/2006,"4,850","1,629",632,997,,997,0.14,0.14,"7,103","7,103",997,997,,,,-,997,-,-,0,0.0,-146,"3,075",-,"4,301",49,,,,,
OVLY,68,OVLY,6/30/2006,"4,644","1,403",532,871,,871,0.12,0.12,"7,004","7,350",871,871,,,,-,871,-,-,0,0.0,-327,"2,914",-,"3,942",18,,,,,
OVLY,69,OVLY,3/31/2006,"4,507","1,371",532,839,,839,0.12,0.12,"7,103","7,103",839,839,,,,-,839,-,-,0,0.0,-117,"3,019",-,"4,077",34,,,,,
OVLY,70,OVLY,12/31/2005,"4,471","1,762",684,"1,078",,"1,078",-,-,-,-,"1,078","1,078",,,,-,"1,078",-,-,0,0.0,-286,"2,424",-,"3,788",26.793,,,,,
OVLY,71,OVLY,9/30/2005,"4,341","1,833",709,"1,124",,"1,124",0.16,0.15,"6,911","7,337","1,124","1,124",,,,-,"1,124",-,-,0,0.0,-107,"2,401",-,"3,904",18,,,,,
OVLY,72,OVLY,6/30/2005,"3,857","1,466",570,896,,896,0.13,0.12,"6,911","7,337",896,896,,,,-,896,-,-,0,0.0,-148,"2,243",-,"3,419",22,,,,,
OVLY,73,OVLY,3/31/2005,"3,807","1,369",532,837,,837,0.12,0.11,"6,894","7,314",837,837,,,,-,837,-,-,0,0.0,-164,"2,274",-,"3,345",81,,,,,
OVLY,74,OVLY,12/31/2004,"3,804","1,501",582.3,918.324,,918.324,-,-,-,-,918.324,918.324,,,,-,918.324,-,-,0,0.0,-239.5,"2,064",-,"3,169",9.829,,,,,
OVLY,75,OVLY,9/30/2004,"3,635","1,428",552,876,,876,0.13,0.12,"6,881","7,192",876,876,,,,-,876,-,-,0,0.0,-200,"2,007",-,"3,123",7,,,,,
OVLY,76,OVLY,6/30/2004,"3,597","1,394",544,850,,850,0.12,0.12,"6,819","7,141",850,850,,,,-,850,-,-,0,0.0,-310,"1,893",-,"2,882",5,,,,,
OVLY,77,OVLY,3/31/2004,"3,152",988,381,607,,607,0.10,0.10,"6,019","6,342",607,607,,,,-,607,-,-,0,0.0,-188,"1,976",-,"2,624",13,,,,,
OVLY,78,OVLY,12/31/2003,"3,155","1,138",444,693.706,,693.706,-,-,-,-,693.706,693.706,,,,-,693.706,-,-,0,0.0,-180,"1,837",-,"2,550",7.763,,,,,
OVLY,79,OVLY,9/30/2003,"3,010","1,073",416,657,,657,0.12,0.12,"5,591","5,591",657,657,,,,-,657,-,-,0,0.0,-175,"1,762",-,"2,259",13,,,,,
OVLY,80,OVLY,6/30/2003,"2,670",811,312,499,,499,0.09,0.09,"5,591","5,591",499,499,,,,-,499,-,-,0,0.0,-150,"1,709",-,"2,068",16,,,,,
OVLY,81,OVLY,3/31/2003,"2,437",758,290,468,,468,0.08,0.08,"5,591","5,591",468,468,,,,-,468,-,-,0,0.0,-150,"1,529",-,"2,006",8,,,,,
OVLY,82,OVLY,3/31/2002,-,-,-,401,,401,0.07,0.07,"5,524","5,524",401,401,,,,-,401,-,-,0,0.0,-,-,-,-,-,,,,,
JPM,0,JPM,ttm,"128,641,000","46,166,000","8,490,000","35,892,000",,"35,892,000",-,-,-,-,"37,676,000","37,676,000",,,,"7,051,000","37,676,000","-266,000","-266,000",0,0,"-6,335,000","76,140,000","-266,000","60,375,000","15,908,000",-,,,,
JPM,1,JPM,3/31/2023,"38,349,000","15,967,000","3,345,000","12,193,000",,"12,193,000",4.11,4.10,"2,968,500","2,972,700","12,622,000","12,622,000",,,,-,"12,622,000",-,-,0,0,"-2,275,000","20,107,000",-,"18,436,000",-,-,,,,
JPM,2,JPM,12/31/2022,"34,547,000","13,237,000","2,229,000","10,598,000",,"10,598,000",3.58,3.57,"2,962,900","2,967,100","11,008,000","11,030,453",,,,"1,671,000","11,008,000","-27,000","-27,000",0,"-4,547","-2,288,000","18,995,000","-27,000","17,904,000","8,365,000",-,,,,
JPM,3,JPM,9/30/2022,"32,716,000","12,001,000","2,264,000","9,255,000",,"9,255,000",3.13,3.12,"2,961,200","2,965,400","9,737,000","9,775,117",,,,"1,771,000","9,737,000","-47,000","-47,000",0,"-8,883","-1,537,000","19,131,000","-47,000","15,981,000","5,200,000",-,,,,
JPM,4,JPM,6/30/2022,"30,715,000","10,865,000","2,216,000","8,195,000",,"8,195,000",2.77,2.76,"2,962,200","2,966,300","8,649,000","8,649,000",,,,"1,789,000","8,649,000","-73,000","-73,000",0,0,"-1,101,000","18,749,000","-73,000","14,027,000","1,795,000",-,,,,
JPM,5,JPM,3/31/2022,"30,717,000","10,063,000","1,781,000","7,845,000",,"7,845,000",2.64,2.63,"2,977,000","2,981,000","8,282,000","8,282,000",,,,"1,820,000","8,282,000",-,-,0,0,"-1,463,000","19,191,000",-,"12,409,000","548,000",-,,,,
JPM,6,JPM,12/31/2021,"29,257,000","12,657,000","2,258,000","9,927,000",,"9,927,000",3.33,3.33,"2,977,300","2,981,800","10,399,000","10,399,000",,,,"1,931,000","10,399,000",-,-,0,0,"1,288,000","17,888,000",-,"14,889,000","344,000","9,000",,,,
JPM,7,JPM,9/30/2021,"29,647,000","14,111,000","2,424,000","11,229,000",,"11,229,000",3.74,3.74,"2,999,900","3,005,100","11,687,000","11,687,000",,,,"1,928,000","11,687,000","-76,000","-76,000",0,0,"1,527,000","17,063,000","-76,000","14,607,000","332,000","-115,000",,,,
JPM,8,JPM,6/30/2021,"30,479,000","15,097,000","3,149,000","11,496,000",,"11,496,000",3.79,3.78,"3,036,600","3,041,900","11,948,000","11,948,000",,,,"2,003,000","11,948,000",-,-,0,0,"2,285,000","17,667,000",-,"15,026,000","188,000",-,,,,
JPM,9,JPM,3/31/2021,"32,266,000","17,697,000","3,397,000","13,851,000",,"13,851,000",4.51,4.50,"3,073,500","3,078,900","14,300,000","14,300,000",,,,"2,070,000","14,300,000",-,-,0,0,"4,156,000","18,725,000",-,"17,045,000","221,000",-,,,,
JPM,10,JPM,12/31/2020,"29,224,000","15,065,000","2,929,000","11,699,000",,"11,699,000",3.80,3.79,"3,079,700","3,085,100","12,136,000","12,136,000",,,,"2,127,000","12,136,000",-,-,0,0,"1,889,000","16,048,000",-,"15,147,000","229,000",-,,,,
JPM,11,JPM,9/30/2020,"29,147,000","11,661,000","2,218,000","9,015,000",,"9,015,000",2.93,2.92,"3,077,800","3,082,800","9,443,000","9,443,000",,,,"2,141,000","9,443,000",-,-,0,0,"-611,000","16,875,000",-,"12,402,000","342,000",-,,,,
JPM,12,JPM,6/30/2020,"32,980,000","5,565,000","878,000","4,265,000",,"4,265,000",1.39,1.38,"3,076,300","3,081,000","4,687,000","4,687,000",,,,"2,149,000","4,687,000",-,-,0,0,"-10,473,000","16,942,000",-,"3,380,000","496,000",-,,,,
JPM,13,JPM,3/31/2020,"28,251,000","3,116,000","251,000","2,431,000",,"2,431,000",0.79,0.78,"3,095,800","3,100,700","2,865,000","2,865,000",,,,"2,197,000","2,865,000",-,-,0,0,"-8,285,000","16,850,000",-,"6,154,000","1,816,000",-,,,,
JPM,14,JPM,12/31/2019,"28,331,000","10,565,000","2,045,000","8,090,000",,"8,090,000",2.58,2.57,"3,140,700","3,148,500","8,520,000","8,520,000",,,,"2,139,000","8,520,000",-,-,0,0,"-1,427,000","16,339,000",-,"12,739,000","2,244,000",-,,,,
JPM,15,JPM,9/30/2019,"29,341,000","11,405,000","2,325,000","8,606,000",,"8,606,000",2.69,2.68,"3,198,500","3,207,200","9,080,000","9,080,000",,,,"2,145,000","9,080,000",-,-,0,0,"-1,514,000","16,422,000",-,"12,714,000","2,874,000",-,,,,
JPM,16,JPM,6/30/2019,"28,832,000","11,342,000","1,690,000","9,192,000",,"9,192,000",2.83,2.82,"3,250,600","3,259,700","9,652,000","9,652,000",,,,"2,046,000","9,652,000",-,-,0,0,"-1,149,000","16,341,000",-,"13,249,000","3,275,000",-,,,,
JPM,17,JPM,3/31/2019,"29,123,000","11,233,000","2,054,000","8,753,000",,"8,753,000",2.65,2.65,"3,298,000","3,308,200","9,179,000","9,179,000",,,,"2,038,000","9,179,000",-,-,0,0,"-1,495,000","16,395,000",-,"12,958,000","3,173,000",-,,,,
JPM,18,JPM,12/31/2018,"26,109,000","8,841,000","1,775,000","6,641,000",,"6,641,000",1.99,1.98,"3,335,800","3,347,300","7,066,000","7,066,000",,,,"2,075,000","7,066,000",-,-,0,0,"-1,548,000","15,720,000",-,"12,806,000","3,105,000",-,,,,
JPM,19,JPM,9/30/2018,"27,260,000","10,689,000","2,309,000","7,948,000",,"7,948,000",2.35,2.34,"3,376,100","3,394,300","8,380,000","8,380,000",,,,"1,992,000","8,380,000",-,-,0,0,"-948,000","15,623,000",-,"12,960,000","2,737,000",-,,,,
JPM,20,JPM,6/30/2018,"27,753,000","10,572,000","2,256,000","7,880,000",,"7,880,000",2.31,2.29,"3,415,200","3,434,700","8,316,000","8,316,000",,,,"1,927,000","8,316,000",-,-,0,0,"-1,210,000","15,971,000",-,"12,275,000","2,498,000",-,,,,
JPM,21,JPM,3/31/2018,"27,907,000","10,662,000","1,950,000","8,238,000",,"8,238,000",2.38,2.37,"3,458,300","3,479,500","8,712,000","8,712,000",,,,"1,797,000","8,712,000",-,-,0,0,"-1,165,000","16,080,000",-,"12,147,000","2,114,000",-,,,,
JPM,22,JPM,12/31/2017,"23,508,000","8,254,000","4,022,000","3,774,000",,"3,774,000",1.08,1.07,"3,489,700","3,512,200","4,232,000","3,845,000",,,,"1,632,000","4,232,000","645,000","645,000",0,"258,000","-1,308,000","14,591,000","645,000","11,719,000","1,912,000",-,,,,
JPM,23,JPM,9/30/2017,"24,681,000","9,556,000","2,824,000","6,262,000",,"6,262,000",1.77,1.76,"3,534,700","3,559,600","6,732,000","6,277,920",,,,"1,579,000","6,732,000","645,000","645,000",0,"190,920","-1,452,000","14,318,000","645,000","11,346,000","1,878,000",-,,,,
JPM,24,JPM,6/30/2017,"24,825,000","9,749,000","2,720,000","6,555,000",,"6,555,000",1.83,1.82,"3,574,100","3,599,000","7,029,000","6,563,955",,,,"1,504,000","7,029,000","645,000","645,000",0,"179,955","-1,215,000","14,506,000","645,000","10,993,000","1,515,000",-,,,,
JPM,25,JPM,3/31/2017,"24,675,000","8,341,000","1,893,000","5,975,000",,"5,975,000",1.66,1.65,"3,601,700","3,630,400","6,448,000","6,448,000",,,,"1,464,000","6,448,000",-,-,0,0,"-1,315,000","15,019,000",-,"10,749,000","1,204,000",-,,,,
JPM,26,JPM,12/31/2016,"23,376,000","8,679,000","1,952,000","6,180,000",,"6,180,000",1.73,1.71,"3,570,700","3,606,000","6,727,000","6,727,000",,,,"1,446,000","6,727,000",-,-,0,0,"-864,000","13,833,000",-,"10,889,000","1,005,000",-,,,,
JPM,27,JPM,9/30/2016,"24,673,000","8,939,000","2,653,000","5,747,000",,"5,747,000",1.60,1.58,"3,597,400","3,629,600","6,286,000","6,286,000",,,,"1,407,000","6,286,000",-,-,0,0,"-1,271,000","14,463,000",-,"10,332,000","923,000",-,,,,
JPM,28,JPM,6/30/2016,"24,380,000","9,340,000","3,140,000","5,666,000",,"5,666,000",1.56,1.55,"3,635,800","3,666,500","6,200,000","6,200,000",,,,"1,336,000","6,200,000",-,-,0,0,"-1,402,000","13,638,000",-,"9,945,000","946,000",-,,,,
JPM,29,JPM,3/31/2016,"23,239,000","7,578,000","2,058,000","4,991,000",,"4,991,000",1.36,1.35,"3,669,900","3,696,900","5,520,000","5,520,000",,,,"1,289,000","5,520,000",-,-,0,0,"-1,824,000","13,837,000",-,"9,556,000","922,000",-,,,,
JPM,30,JPM,12/31/2015,"22,371,000","7,371,000","1,937,000","4,908,000",,"4,908,000",1.34,1.32,"3,674,200","3,704,600","5,434,000","5,055,182",,,,"1,273,000","5,434,000","514,000","514,000",0,"135,182","-1,251,000","14,263,000","514,000","9,974,000","596,000",-,,,,
JPM,31,JPM,9/30/2015,"22,780,000","6,730,000","-74,000","6,270,000",,"6,270,000",1.70,1.68,"3,694,400","3,725,600","6,804,000","6,804,000",,,,"1,248,000","6,804,000",-,-,0,0,"-682,000","15,368,000",-,"10,242,000","604,000",-,,,,
JPM,32,JPM,6/30/2015,"23,812,000","8,377,000","2,087,000","5,776,000",,"5,776,000",1.56,1.54,"3,707,800","3,743,600","6,290,000","6,290,000",,,,"1,238,000","6,290,000",-,-,0,0,"-935,000","14,500,000",-,"9,749,000","493,000",-,,,,
JPM,33,JPM,3/31/2015,"24,066,000","8,224,000","2,310,000","5,452,000",,"5,452,000",1.46,1.45,"3,725,300","3,757,500","5,914,000","5,914,000",,,,"1,181,000","5,914,000",-,-,0,0,"-959,000","14,883,000",-,"9,718,000","617,000",-,,,,
JPM,34,JPM,12/31/2014,"22,512,000","6,263,000","1,332,000","4,488,000",,"4,488,000",1.20,1.19,"3,730,900","3,765,200","4,931,000","4,931,000",,,,"1,186,000","4,931,000",-,-,0,0,"-840,000","15,409,000",-,"10,222,000","598,000",-,,,,
JPM,35,JPM,9/30/2014,"24,246,000","7,691,000","2,119,000","5,135,000",,"5,135,000",1.37,1.36,"3,755,400","3,788,700","5,572,000","5,572,000",,,,"51,000","5,572,000",-,-,0,0,"-757,000","15,798,000",-,"10,350,000","550,000",-,,,,
JPM,36,JPM,6/30/2014,"24,454,000","8,331,000","2,346,000","5,573,000",,"5,573,000",1.47,1.46,"3,780,600","3,812,500","5,985,000","5,985,000",,,,"132,000","5,985,000",-,-,0,0,"-692,000","15,431,000",-,"10,106,000","546,000",-,,,,
JPM,37,JPM,3/31/2014,"22,993,000","7,507,000","2,233,000","4,898,000",,"4,898,000",1.29,1.28,"3,787,200","3,823,600","5,274,000","5,274,000",,,,"131,000","5,274,000",-,-,0,0,"-850,000","14,636,000",-,"9,817,000","604,000",-,,,,
JPM,38,JPM,12/31/2013,"21,363,000","7,500,000","2,222,000","4,938,000",,"4,938,000",1.31,1.30,"3,762,100","3,797,100","5,278,000","4,022,900",,,,"193,000","5,278,000","1,793,000","1,793,000",0,"537,900","-104,000","15,552,000","1,793,000","10,803,000","662,000",-,,,,
JPM,39,JPM,9/30/2013,"23,117,000","34,000","414,000","-650,000",,"-650,000",-0.17,-0.17,"3,767,000","3,767,000","-380,000","-380,000",,,,"140,000","-380,000",-,-,0,0,"543,000","23,626,000",-,"11,318,000","716,000",-,,,,
JPM,40,JPM,6/30/2013,"25,211,000","9,298,000","2,802,000","6,101,000",,"6,101,000",1.61,1.60,"3,782,400","3,814,300","6,496,000","6,496,000",,,,"152,000","6,496,000",-,-,0,0,"-47,000","15,866,000",-,"10,657,000","682,000",-,,,,
JPM,41,JPM,3/31/2013,"25,122,000","9,082,000","2,553,000","6,131,000",,"6,131,000",1.61,1.59,"3,818,200","3,847,000","6,529,000","6,529,000",,,,"152,000","6,529,000",-,-,0,0,"-617,000","15,423,000",-,"10,316,000","671,000",-,,,,
JPM,42,JPM,12/31/2012,"23,653,000","6,950,000","1,258,000","5,322,000",,"5,322,000",1.40,1.39,"3,806,700","3,820,900","5,692,000","5,692,000",,,,"391,000","5,692,000",-,-,0,0,"-656,000","16,047,000",-,"10,466,000","708,000",-,,,,
JPM,43,JPM,9/30/2012,"25,146,000","7,986,000","2,278,000","5,346,000",,"5,346,000",1.41,1.40,"3,803,300","3,813,900","5,708,000","6,279,801",,,,"182,000","5,708,000","-800,000","-800,000",0,"-228,199","-1,789,000","14,571,000","-800,000","9,187,000","701,000",-,,,,
JPM,44,JPM,6/30/2012,"22,180,000","7,000,000","2,040,000","4,634,000",,"4,634,000",1.22,1.21,"3,808,900","3,820,500","4,960,000","4,960,000",,,,"191,000","4,960,000",-,-,0,0,"-214,000","14,966,000",-,"10,932,000","782,000",-,,,,
JPM,45,JPM,3/31/2012,"26,712,000","7,641,000","2,258,000","5,017,000",,"5,017,000",1.31,1.31,"3,818,800","3,833,400","5,383,000","5,383,000",,,,"193,000","5,383,000",-,-,0,0,"-726,000","18,345,000",-,"10,940,000","803,000",-,,,,
JPM,46,JPM,12/31/2011,"21,471,000","4,747,000","1,019,000","3,425,000",,"3,425,000",0.90,0.90,"3,801,900","3,811,700","3,728,000","4,120,669",,,,"207,000","3,728,000","-500,000","-500,000",0,"-107,331","-2,184,000","14,040,000","-500,000","9,947,000","973,000",-,,,,
JPM,47,JPM,9/30/2011,"23,763,000","5,818,000","1,556,000","3,936,000",,"3,936,000",1.02,1.02,"3,859,600","3,872,200","4,262,000","4,262,000",,,,"212,000","4,262,000",-,-,0,0,"-2,411,000","15,534,000",-,"9,406,000","867,000",-,,,,
JPM,48,JPM,6/30/2011,"26,779,000","8,127,000","2,696,000","5,067,000",,"5,067,000",1.28,1.27,"3,958,400","3,958,400","5,431,000","5,431,000",,,,"212,000","5,431,000",-,-,0,0,"-1,810,000","16,842,000",-,"10,026,000","748,000",-,,,,
JPM,49,JPM,3/31/2011,"25,221,000","8,057,000","2,502,000","5,136,000",,"5,136,000",1.29,1.28,"3,981,600","4,014,100","5,555,000","5,555,000",,,,"217,000","5,555,000",-,-,0,0,"-1,169,000","15,995,000",-,"10,736,000","644,000",-,,,,
JPM,50,JPM,12/31/2010,"26,098,000","7,012,000","2,181,000","4,412,000",,"4,412,000",1.13,1.12,"3,917,000","3,935,200","4,831,000","5,864,443",,,,"240,000","4,831,000","-1,500,000","-1,500,000",0,"-466,557","-3,043,000","14,543,000","-1,500,000","9,059,000","784,000",-,,,,
JPM,51,JPM,9/30/2010,"23,824,000","6,203,000","1,785,000","4,019,000",,"4,019,000",1.02,1.01,"3,954,300","3,971,900","4,418,000","4,418,000",,,,"218,000","4,418,000",0,0,0,0,"-3,223,000","14,398,000",0,"9,279,000","530,000",-,,,,
JPM,52,JPM,6/30/2010,"25,101,000","7,107,000","2,312,000","4,363,000",,"4,363,000",1.10,1.09,"3,983,500","4,005,600","4,795,000","4,795,000",,,,"235,000","4,795,000",0,0,0,0,"-3,363,000","14,631,000",0,"9,324,000","490,000",-,,,,
JPM,53,JPM,3/31/2010,"27,671,000","4,537,000","1,211,000","2,974,000",,"2,974,000",0.75,0.74,"3,970,500","3,994,700","3,326,000","3,326,000",,,,"243,000","3,326,000",0,0,0,0,"-7,010,000","16,124,000",0,"6,700,000","502,000",-,,,,
JPM,54,JPM,12/31/2009,"23,164,000","3,876,000","598,000","2,952,000",,"2,952,000",0.75,0.74,"3,946,100","3,974,100","3,278,000","3,303,372",,,,"256,000","3,278,000","-30,000","-30,000",0,"-4,628","-7,284,000","11,974,000","-30,000","5,094,000","487,000",-,,,,
JPM,55,JPM,9/30/2009,"26,622,000","5,063,000","1,551,000","3,240,000",,"3,240,000",0.82,0.82,"3,937,900","3,962,000","3,512,000","3,583,447",,,,"254,000","3,512,000","-103,000","-103,000",0,"-31,553","-8,104,000","13,352,000","-103,000","4,633,000","498,000",-,,,,
JPM,56,JPM,6/30/2009,"25,623,000","4,072,000","1,351,000","1,072,000",,"1,072,000",0.28,0.28,"3,811,500","3,824,100","2,721,000","2,816,556",,,,"265,000","2,721,000","-143,000","-143,000",0,"-47,444","-8,031,000","13,377,000","-143,000","4,639,000","518,000",-,,,,
JPM,57,JPM,3/31/2009,"25,025,000","3,056,000","915,000","1,519,000",,"1,519,000",0.40,0.40,"3,755,700","3,758,700","2,141,000","2,284,621",,,,"275,000","2,141,000","-205,000","-205,000",0,"-61,379","-8,596,000","13,168,000","-205,000","4,771,000","1,093,000",-,,,,
JPM,58,JPM,12/31/2008,"17,226,000","-1,342,000","-719,000","279,000",,"279,000",0.07,0.07,"3,737,500","3,737,500","-623,000","-505,350",,,,"326,000","-623,000","-181,000","-181,000",0,"-63,350","-7,313,000","11,074,000","-181,000","6,519,000","4,673,000",-,,,,
JPM,59,JPM,9/30/2008,"14,737,000","-2,187,000","-2,133,000","527,000",,"527,000",0.14,0.14,"3,411,100","3,512,900","-54,000","8,400",,,,"305,000","-54,000","-96,000","-96,000",0,"-33,600","-5,787,000","11,041,000","-96,000","3,207,000","1,874,000",-,,,,
JPM,60,JPM,6/30/2008,"18,399,000","2,767,000","764,000","2,003,000",,"2,003,000",0.54,0.53,"3,426,200","3,453,100","2,003,000","2,115,203",,,,"1,212,000","2,003,000","-155,000","-155,000",0,"-42,797","-3,455,000","12,022,000","-155,000","4,839,000","1,858,000",-,,,,
JPM,61,JPM,3/31/2008,"16,890,000","3,535,000","1,162,000","2,373,000",,"2,373,000",0.70,0.68,"3,396,000","3,494,700","2,373,000","2,373,000",,,,"923,000","2,373,000",-,-,0,0,"-4,424,000","8,931,000",-,"3,235,000","1,791,000",-,,,,
JPM,62,JPM,12/31/2007,"17,384,000","4,122,000","1,151,000","2,971,000",,"2,971,000",-,-,-,-,"2,971,000","2,986,857",,,,"1,061,000","2,971,000","-22,000","-22,000",0,"-6,143","-2,542,000","10,698,000","-22,000","4,105,000","6,617,000",-,,,,
JPM,63,JPM,9/30/2007,"16,112,000","5,000,000","1,627,000","3,373,000",,"3,373,000",1.00,0.97,"3,375,900","3,477,700","3,373,000","3,414,151",,,,"957,000","3,373,000","-61,000","-61,000",0,"-19,849","-1,785,000","9,266,000","-61,000","5,541,000","2,137,000",-,,,,
JPM,64,JPM,6/30/2007,"18,908,000","6,351,000","2,117,000","4,234,000",,"4,234,000",1.24,1.20,"3,415,100","3,521,600","4,234,000","4,276,667",,,,"927,000","4,234,000","-64,000","-64,000",0,"-21,333","-1,529,000","10,964,000","-64,000","4,786,000","1,859,000",-,,,,
JPM,65,JPM,3/31/2007,"18,968,000","7,332,000","2,545,000","4,787,000",,"4,787,000",1.38,1.34,"3,456,400","3,559,500","4,787,000","4,827,479",,,,"876,000","4,787,000","-62,000","-62,000",0,"-21,521","-1,008,000","10,566,000","-62,000","5,110,000","2,894,000",-,,,,
JPM,66,JPM,12/31/2006,"16,054,000","5,174,000","1,268,000","4,530,000",,"4,530,000",-,-,-,-,"4,526,000","3,981,493",,,,"997,000","3,906,000","-100,000","-100,000",0,"-24,507","-1,134,000","9,646,000","-100,000","4,558,000","6,081,000",-,,,,
JPM,67,JPM,9/30/2006,"15,400,000","4,937,000","1,705,000","3,297,000",,"3,297,000",0.95,0.92,"3,468,600","3,574,000","3,297,000","3,263,423",,,,"860,000","3,232,000","-48,000","-48,000",0,"-16,577","-812,000","9,603,000","-48,000","4,567,000","1,468,000",-,,,,
JPM,68,JPM,6/30/2006,"14,940,000","5,211,000","1,727,000","3,540,000",,"3,540,000",1.02,0.99,"3,473,800","3,572,200","3,540,000","3,541,498",,,,"883,000","3,484,000","-86,000","-86,000",0,"-28,502","-493,000","9,150,000","-86,000","4,685,000","1,454,000",-,,,,
JPM,69,JPM,3/31/2006,"15,236,000","4,653,000","1,572,000","3,077,000",,"3,077,000",0.89,0.86,"3,472,700","3,570,800","3,081,000","3,128,013",,,,"837,000","3,081,000","-71,000","-71,000",0,"-23,987","-831,000","9,681,000","-71,000","4,229,000","1,790,000",-,,,,
JPM,70,JPM,12/31/2005,"13,678,000","3,919,000","1,221,000","2,696,000",,"2,696,000",-,-,-,-,"2,698,000","842,652",,,,"1,063,000","2,698,000","2,695,000","2,695,000",0,"839,652","-1,224,000","11,230,000","2,695,000","3,529,000","1,571,000",-,,,,
JPM,71,JPM,9/30/2005,"14,465,000","3,756,000","1,229,000","2,524,000",,"2,524,000",0.72,0.71,"3,485,000","3,547,700","2,527,000","2,675,687",,,,"1,034,000","2,527,000","-221,000","-221,000",0,"-72,313","-1,245,000","9,243,000","-221,000","3,607,000","1,222,000",-,,,,
JPM,72,JPM,6/30/2005,"12,743,000","1,257,000","263,000","991,000",,"991,000",0.28,0.28,"3,493,000","3,548,300","994,000","2,694,950",,,,"1,056,000","994,000","-2,151,000","-2,151,000",0,"-450,050","-587,000","8,748,000","-2,151,000","4,414,000","1,131,000",-,,,,
JPM,73,JPM,3/31/2005,"13,647,000","3,283,000","1,019,000","2,259,000",,"2,259,000",0.64,0.63,"3,517,500","3,569,800","2,264,000","2,984,646",,,,"1,165,000","2,264,000","-1,045,000","-1,045,000",0,"-324,354","-427,000","8,892,000","-1,045,000","4,798,000","881,000",-,,,,
JPM,74,JPM,12/31/2004,"12,950,000","2,407,000","741,000","1,653,000",,"1,653,000",-,-,-,-,"1,666,000","2,027,993",,,,"1,231,000","1,666,000","-523,000","-523,000",0,"-161,007","-1,157,000","8,863,000","-523,000","4,172,000","740,000",-,,,,
